,Unnamed: 0,achievement_points,active_spec,average_item_level,character_class,equipped_item_level,faction,gender,guild,id,last_login,level,name,race,realm
12,12,13285.0,Blood,467.0,Death Knight,465.0,Horde,Female,Angels of Azeroth,169267845.0,1599095481000.0,120.0,Moxylle,Goblin,area-52
13,13,16410.0,Guardian,472.0,Druid,467.0,Horde,Male,Angels of Azeroth,169325327.0,1598807355000.0,120.0,Nethjin,Zandalari Troll,area-52
14,14,17340.0,Fire,443.0,Mage,443.0,Horde,Female,Angels of Azeroth,169395073.0,1597775771000.0,120.0,Elvyrae,Blood Elf,area-52
15,15,13875.0,Protection,461.0,Warrior,458.0,Horde,Male,Angels of Azeroth,169406653.0,1599110164000.0,120.0,Jaxcin,Orc,area-52
16,16,13855.0,Elemental,432.0,Shaman,431.0,Horde,Male,Angels of Azeroth,169406661.0,1598986224000.0,120.0,Jaxsyn,Troll,area-52
17,17,29845.0,Guardian,479.0,Druid,477.0,Horde,Male,Angels of Azeroth,169431380.0,1599146677000.0,120.0,Grwoe,Tauren,area-52
18,18,2210.0,Fury,474.0,Warrior,471.0,Horde,Male,Angels of Azeroth,169762901.0,1599100370000.0,120.0,Brokehn,Troll,area-52
19,19,3280.0,Unholy,425.0,Death Knight,425.0,Horde,Male,Angels of Azeroth,169773994.0,1586104198000.0,120.0,Nitnok,Troll,area-52
20,20,15010.0,Fire,446.0,Mage,446.0,Horde,Female,Angels of Azeroth,169848072.0,1599093260000.0,120.0,Itzboomy,Zandalari Troll,area-52
21,21,19945.0,Retribution,449.0,Paladin,449.0,Horde,Male,Angels of Azeroth,169887343.0,1598548002000.0,120.0,Malodiin,Blood Elf,area-52
22,22,13300.0,Windwalker,426.0,Monk,425.0,Horde,Male,Angels of Azeroth,169950599.0,1592422683000.0,120.0,Jernii,Blood Elf,area-52
23,23,13285.0,Beast Mastery,461.0,Hunter,460.0,Horde,Male,Angels of Azeroth,170072265.0,1598933530000.0,120.0,Dentall,Mag'har Orc,area-52
24,24,13285.0,Enhancement,475.0,Shaman,474.0,Horde,Male,Angels of Azeroth,170106705.0,1599106246000.0,120.0,Crowneroyal,Vulpera,area-52
25,25,17735.0,Arcane,453.0,Mage,451.0,Horde,Male,Brisket,170223770.0,1595951075000.0,120.0,Pyrow,Nightborne,area-52
26,26,23330.0,Shadow,303.0,Priest,300.0,Horde,Male,Angels of Azeroth,170235429.0,1598614165000.0,120.0,Dharalion,Undead,area-52
27,27,11645.0,Beast Mastery,478.0,Hunter,478.0,Horde,Male,Angels of Azeroth,170604175.0,1599018850000.0,120.0,Naxho,Vulpera,area-52
28,28,21085.0,Arms,452.0,Warrior,451.0,Horde,Female,Angels of Azeroth,170659174.0,1598982190000.0,120.0,Aunawa,Highmountain Tauren,area-52
29,29,13055.0,Havoc,465.0,Demon Hunter,465.0,Horde,Female,Angels of Azeroth,170673993.0,1588778267000.0,120.0,Dollgirl,Blood Elf,area-52
30,30,13480.0,Frost,457.0,Mage,455.0,Horde,Male,Angels of Azeroth,170716706.0,1598872410000.0,120.0,Taxe,Zandalari Troll,area-52
31,31,29845.0,Outlaw,480.0,Rogue,476.0,Horde,Male,Angels of Azeroth,170759333.0,1599146363000.0,120.0,Wretcluse,Undead,area-52
32,32,13055.0,Restoration,474.0,Druid,472.0,Horde,Male,Angels of Azeroth,170789674.0,1588778622000.0,120.0,Fantasytale,Tauren,area-52
33,33,16410.0,Mistweaver,468.0,Monk,468.0,Horde,Male,Angels of Azeroth,170831688.0,1599019905000.0,120.0,Netherfu,Pandaren,area-52
34,34,13735.0,Balance,448.0,Druid,447.0,Horde,Male,Angels of Azeroth,170869069.0,1599147288000.0,120.0,Burzem,Tauren,area-52
35,35,17095.0,Holy,443.0,Priest,443.0,Horde,Male,Evolved Gaming,170962222.0,1599106019000.0,120.0,Stolist,Mag'har Orc,area-52
36,36,14955.0,Windwalker,448.0,Monk,440.0,Horde,Male,Cards and Courtesans,170963370.0,1599006899000.0,120.0,Tardiz,Zandalari Troll,area-52
37,37,18250.0,Vengeance,369.0,Demon Hunter,368.0,Horde,Female,Angels of Azeroth,170975939.0,1587262319000.0,120.0,Leechery,Blood Elf,area-52
38,38,2495.0,Fury,459.0,Warrior,459.0,Horde,Male,Angels of Azeroth,171157314.0,1594505542000.0,120.0,Inarage,Tauren,area-52
39,39,29845.0,Protection,478.0,Warrior,476.0,Horde,Male,Angels of Azeroth,171192127.0,1599146260000.0,120.0,Stoischism,Pandaren,area-52
40,40,13285.0,Protection,472.0,Paladin,468.0,Horde,Male,Angels of Azeroth,171240434.0,1599018908000.0,120.0,Holymoover,Tauren,area-52
41,41,29805.0,Beast Mastery,413.0,Hunter,412.0,Horde,Female,Angels of Azeroth,171285572.0,1598733193000.0,120.0,Mekkadorque,Blood Elf,area-52
42,42,29735.0,Brewmaster,430.0,Monk,426.0,Horde,Female,Angels of Azeroth,171292894.0,1598489969000.0,120.0,Solipschism,Pandaren,area-52
43,43,16410.0,Destruction,455.0,Warlock,455.0,Horde,Male,Angels of Azeroth,171294202.0,1598738767000.0,120.0,Nethuun,Nightborne,area-52
44,44,6490.0,Unholy,399.0,Death Knight,399.0,Horde,Female,Angels of Azeroth,171303346.0,1588381404000.0,120.0,Naridra,Blood Elf,area-52
45,45,21730.0,Balance,404.0,Druid,401.0,Horde,Female,Angels of Azeroth,171331853.0,1589758074000.0,120.0,Zasi,Zandalari Troll,area-52
46,46,19385.0,Holy,435.0,Paladin,435.0,Horde,Male,Angels of Azeroth,171336705.0,1586835317000.0,120.0,Naemoc,Zandalari Troll,area-52
47,47,17380.0,Destruction,462.0,Warlock,462.0,Horde,Male,Angels of Azeroth,171339891.0,1599073025000.0,120.0,Asdrubaell,Orc,area-52
0,0,5575.0,Beast Mastery,339.0,Hunter,339.0,Horde,Male,Blackfang Militia,149795278.0,1592286750000.0,120.0,Musstaka,Orc,wyrmrest-accord
1,1,16350.0,Unholy,417.0,Death Knight,417.0,Horde,Male,Blackfang Militia,149798975.0,1592398694000.0,120.0,Krazyhorse,Highmountain Tauren,wyrmrest-accord
2,2,10280.0,Guardian,444.0,Druid,444.0,Horde,Male,Blackfang Militia,149830261.0,1595972938000.0,120.0,Ursüs,Tauren,wyrmrest-accord
3,3,13915.0,Fire,462.0,Mage,460.0,Horde,Male,Blackfang Militia,149833635.0,1597615870000.0,120.0,Burielis,Nightborne,wyrmrest-accord
4,4,9880.0,Protection,435.0,Paladin,434.0,Horde,Male,Blackfang Militia,149840173.0,1589080433000.0,120.0,Asuncion,Zandalari Troll,wyrmrest-accord
5,5,6340.0,Arcane,461.0,Mage,459.0,Horde,Male,Blackfang Militia,149859302.0,1591062933000.0,120.0,Vîvî,Vulpera,wyrmrest-accord
6,6,11280.0,Feral,413.0,Druid,408.0,Horde,Male,Blackfang Militia,149894268.0,1585894122000.0,120.0,Trydelski,Troll,wyrmrest-accord
7,7,15065.0,Frost,433.0,Death Knight,433.0,Horde,Female,Blackfang Militia,149914883.0,1587945833000.0,120.0,Sermada,Mag'har Orc,wyrmrest-accord
8,8,8245.0,Destruction,458.0,Warlock,457.0,Horde,Male,The Abyss Watchers,149934560.0,1599097625000.0,120.0,Skrimz,Undead,wyrmrest-accord
9,9,17645.0,Retribution,445.0,Paladin,442.0,Horde,Female,Blackfang Militia,149951759.0,1598921269000.0,120.0,Katterin,Blood Elf,wyrmrest-accord
10,10,5135.0,Enhancement,453.0,Shaman,449.0,Horde,Male,Blackfang Militia,149960826.0,1587178269000.0,120.0,Scriim,Vulpera,wyrmrest-accord
11,11,11160.0,Assassination,451.0,Rogue,451.0,Horde,Male,Blackfang Militia,149962762.0,1599019809000.0,120.0,Tindorian,Blood Elf,wyrmrest-accord
12,12,1055.0,Fury,235.0,Warrior,235.0,Horde,Male,Blackfang Militia,149964262.0,1594949998000.0,120.0,Vulprika,Vulpera,wyrmrest-accord
13,13,17825.0,Beast Mastery,451.0,Hunter,450.0,Horde,Male,Blackfang Militia,149991053.0,1599079195000.0,120.0,Mojex,Zandalari Troll,wyrmrest-accord
14,14,15065.0,Restoration,382.0,Shaman,382.0,Horde,Female,Blackfang Militia,150022455.0,1588607206000.0,120.0,Tidalsurge,Pandaren,wyrmrest-accord
15,15,10945.0,Destruction,449.0,Warlock,449.0,Horde,Female,Blackfang Militia,150026169.0,1597873202000.0,120.0,Sewyn,Nightborne,wyrmrest-accord
16,16,17885.0,Marksmanship,467.0,Hunter,467.0,Horde,Male,Phoenix Nights,150085351.0,1599070162000.0,120.0,Sunderian,Blood Elf,wyrmrest-accord
17,17,10300.0,Fury,436.0,Warrior,435.0,Horde,Male,Blackfang Militia,150111213.0,1592350750000.0,120.0,Ekongz,Tauren,wyrmrest-accord
18,18,18535.0,Elemental,448.0,Shaman,447.0,Horde,Male,Blackfang Militia,150128861.0,1589225596000.0,120.0,Vuldrat,Vulpera,wyrmrest-accord
19,19,7350.0,Havoc,420.0,Demon Hunter,420.0,Horde,Female,Blackfang Militia,150133842.0,1591544810000.0,120.0,Alysonk,Blood Elf,wyrmrest-accord
20,20,9870.0,Windwalker,430.0,Monk,424.0,Horde,Male,Blackfang Militia,150156031.0,1588955889000.0,120.0,Kakka,Zandalari Troll,wyrmrest-accord
21,21,20790.0,Unholy,468.0,Death Knight,467.0,Horde,Female,Blackfang Militia,150194307.0,1593588591000.0,120.0,Angrende,Blood Elf,wyrmrest-accord
22,22,14640.0,Havoc,471.0,Demon Hunter,471.0,Horde,Female,Hand of Algalon,150218389.0,1599119558000.0,120.0,Veroníka,Blood Elf,wyrmrest-accord
23,23,8845.0,Frost,436.0,Mage,435.0,Horde,Male,Blackfang Militia,150236004.0,1597795342000.0,120.0,Plunderhookk,Goblin,wyrmrest-accord
24,24,11425.0,Havoc,440.0,Demon Hunter,440.0,Horde,Male,Blackfang Militia,150239297.0,1589706055000.0,120.0,Saphîroth,Blood Elf,wyrmrest-accord
25,25,11360.0,Retribution,431.0,Paladin,430.0,Horde,Male,Blackfang Militia,150239516.0,1589522166000.0,120.0,Castîel,Blood Elf,wyrmrest-accord
26,26,20415.0,Beast Mastery,441.0,Hunter,441.0,Horde,Female,Blackfang Militia,150250117.0,1590636140000.0,120.0,Vulpikula,Vulpera,wyrmrest-accord
27,27,11850.0,Balance,465.0,Druid,464.0,Horde,Female,Blackfang Militia,150259686.0,1592281411000.0,120.0,Deltasurge,Troll,wyrmrest-accord
28,28,10530.0,Beast Mastery,429.0,Hunter,428.0,Horde,Female,The Red Rebellion,150329429.0,1598675112000.0,120.0,Margarethi,Goblin,wyrmrest-accord
29,29,9120.0,Destruction,433.0,Warlock,427.0,Horde,Female,Blackfang Militia,150346772.0,1595201140000.0,120.0,Phienn,Vulpera,wyrmrest-accord
30,30,11110.0,Unholy,415.0,Death Knight,414.0,Horde,Male,Blackfang Militia,150371584.0,1588193767000.0,120.0,Artorîas,Blood Elf,wyrmrest-accord
31,31,21460.0,Arms,430.0,Warrior,423.0,Horde,Female,Blackfang Militia,150396890.0,1591927804000.0,120.0,Diska,Mag'har Orc,wyrmrest-accord
32,32,9880.0,Restoration,454.0,Shaman,453.0,Horde,Male,Blackfang Militia,150426806.0,1589149587000.0,120.0,Pacifiko,Zandalari Troll,wyrmrest-accord
33,33,14850.0,Subtlety,426.0,Rogue,426.0,Horde,Male,Blackfang Militia,150442654.0,1594407224000.0,120.0,Foulmaw,Undead,wyrmrest-accord
34,34,11850.0,Unholy,430.0,Death Knight,428.0,Horde,Male,Blackfang Militia,150459118.0,1591180096000.0,120.0,Tireless,Orc,wyrmrest-accord
35,35,14235.0,Destruction,464.0,Warlock,463.0,Horde,Female,Blackfang Militia,150470741.0,1594945553000.0,120.0,Alpacapunch,Vulpera,wyrmrest-accord
36,36,12335.0,Assassination,431.0,Rogue,431.0,Horde,Female,Blackfang Militia,150476187.0,1596748576000.0,120.0,Bravanari,Undead,wyrmrest-accord
37,37,14770.0,Outlaw,472.0,Rogue,472.0,Horde,Female,Shadowcourt,150476792.0,1599070532000.0,120.0,Enclose,Nightborne,wyrmrest-accord
38,38,11250.0,Restoration,452.0,Shaman,452.0,Horde,Female,Blackfang Militia,150507616.0,1593120194000.0,120.0,Brilorel,Troll,wyrmrest-accord
39,39,9970.0,Mistweaver,397.0,Monk,392.0,Alliance,Male,Lionz,187001589.0,1587511285000.0,120.0,Bacterium,Night Elf,gallywix
40,40,15030.0,Beast Mastery,478.0,Hunter,476.0,Alliance,Female,Ferro Velho,187006440.0,1599010096000.0,120.0,Doniz,Human,gallywix
41,41,3110.0,Havoc,440.0,Demon Hunter,435.0,Alliance,Female,Lionz,187158649.0,1573050217000.0,120.0,Ghasgaroth,Night Elf,gallywix
42,42,10420.0,Destruction,450.0,Warlock,450.0,Alliance,Female,Lionz,187751704.0,1590113647000.0,120.0,Yuukö,Human,gallywix
43,43,23900.0,Discipline,400.0,Priest,398.0,Alliance,Female,Lionz,187776485.0,1599070685000.0,120.0,Tÿrande,Night Elf,gallywix
44,44,7280.0,Retribution,289.0,Paladin,289.0,Alliance,Male,Lionz,188044037.0,1596515383000.0,120.0,Fanned,Human,gallywix
45,45,14210.0,Havoc,465.0,Demon Hunter,465.0,Alliance,Male,Lionz,188357880.0,1597709619000.0,120.0,Saidemonho,Night Elf,gallywix
0,0,22375.0,Elemental,480.0,Shaman,478.0,Alliance,Female,Celestials,164474303.0,1599103959000.0,120.0,Aegg,Dwarf,kelthuzad
1,1,19110.0,Windwalker,478.0,Monk,470.0,Alliance,Male,Celestials,164676091.0,1599013329000.0,120.0,Zaiyun,Pandaren,kelthuzad
2,2,20950.0,Holy,371.0,Paladin,371.0,Alliance,Female,Celestials,164925511.0,1597338256000.0,120.0,Kazmi,Human,kelthuzad
3,3,28955.0,Subtlety,346.0,Rogue,343.0,Alliance,Female,Royal Militia,164983166.0,1594942994000.0,120.0,Foedacious,Night Elf,kelthuzad
4,4,19110.0,Restoration,457.0,Shaman,453.0,Alliance,Male,Celestials,165073867.0,1598980502000.0,120.0,Maschlin,Dwarf,kelthuzad
5,5,20825.0,Mistweaver,435.0,Monk,425.0,Alliance,Female,Celestials,165215949.0,1587416286000.0,120.0,Awhitelily,Void Elf,kelthuzad
6,6,20815.0,Havoc,391.0,Demon Hunter,391.0,Alliance,Female,Celestials,165217821.0,1586040340000.0,120.0,Reatos,Night Elf,kelthuzad
7,7,23055.0,Affliction,484.0,Warlock,482.0,Alliance,Female,Celestials,165430171.0,1599117640000.0,120.0,Ghewyn,Human,kelthuzad
8,8,23055.0,Guardian,449.0,Druid,448.0,Alliance,Female,Celestials,165844962.0,1599049449000.0,120.0,Luminarias,Night Elf,kelthuzad
9,9,16695.0,Protection,468.0,Warrior,463.0,Alliance,Female,Celestials,166044735.0,1596608414000.0,120.0,Warmani,Human,kelthuzad
10,10,15865.0,Fire,383.0,Mage,380.0,Alliance,Female,Celestials,166109716.0,1588748383000.0,120.0,Areanii,Void Elf,kelthuzad
11,11,23305.0,Fury,484.0,Warrior,483.0,Alliance,Female,Celestials,166260856.0,1599095266000.0,120.0,Kubie,Night Elf,kelthuzad
12,12,16570.0,Beast Mastery,370.0,Hunter,370.0,Alliance,Female,Celestials,166836007.0,1596773280000.0,120.0,Cetsune,Void Elf,kelthuzad
13,13,18225.0,Frost,461.0,Death Knight,457.0,Alliance,Male,Azeroth Defenders,166945636.0,1599008485000.0,120.0,Fogfire,Human,kelthuzad
14,14,14125.0,Havoc,469.0,Demon Hunter,469.0,Alliance,Female,Celestials,167146046.0,1598926583000.0,120.0,Metug,Night Elf,kelthuzad
15,15,23055.0,Beast Mastery,478.0,Hunter,477.0,Alliance,Female,Celestials,167524170.0,1599049212000.0,120.0,Alveres,Human,kelthuzad
16,16,16375.0,Beast Mastery,343.0,Hunter,343.0,Alliance,Female,Celestials,167593885.0,1589987766000.0,120.0,Trapezoid,Night Elf,kelthuzad
17,17,23305.0,Retribution,282.0,Paladin,282.0,Alliance,Female,Celestials,167650662.0,1598544698000.0,120.0,Qbee,Lightforged Draenei,kelthuzad
18,18,20960.0,Outlaw,410.0,Rogue,408.0,Alliance,Female,Celestials,168053945.0,1597428783000.0,120.0,Kazuki,Void Elf,kelthuzad
19,19,16515.0,Guardian,412.0,Druid,412.0,Alliance,Male,Celestials,168110916.0,1583960711000.0,120.0,Cashmani,Night Elf,kelthuzad
20,20,22845.0,Retribution,447.0,Paladin,447.0,Alliance,Female,Celestials,168452771.0,1598650702000.0,120.0,Eberstein,Human,kelthuzad
21,21,16340.0,Assassination,475.0,Rogue,472.0,Alliance,Male,Celestials,168552780.0,1597194241000.0,120.0,Olivanstab,Void Elf,kelthuzad
22,22,19970.0,Retribution,473.0,Paladin,471.0,Alliance,Male,Celestials,168661940.0,1596698109000.0,120.0,Yeetadin,Dark Iron Dwarf,kelthuzad
23,23,20810.0,Assassination,402.0,Rogue,398.0,Alliance,Female,Celestials,169134903.0,1594273912000.0,120.0,Indisguise,Void Elf,kelthuzad
24,24,5430.0,Affliction,435.0,Warlock,434.0,Alliance,Female,Celestials,169441474.0,1566344138000.0,120.0,Lyrikk,Void Elf,kelthuzad
25,25,14590.0,Havoc,452.0,Demon Hunter,451.0,Alliance,Male,Celestials,169499893.0,1588130054000.0,120.0,Ankash,Night Elf,kelthuzad
26,26,23305.0,Outlaw,431.0,Rogue,431.0,Alliance,Female,Celestials,169521588.0,1598544611000.0,120.0,Zerith,Night Elf,kelthuzad
27,27,740.0,Protection,347.0,Warrior,347.0,Alliance,Female,Celestials,169522598.0,1566345445000.0,120.0,Lyriik,Lightforged Draenei,kelthuzad
28,28,16340.0,Discipline,470.0,Priest,466.0,Alliance,Female,Celestials,169806553.0,1593134823000.0,120.0,Olimcmommy,Pandaren,kelthuzad
29,29,22375.0,Blood,413.0,Death Knight,413.0,Alliance,Female,Celestials,170052940.0,1597176354000.0,120.0,Aeggus,Gnome,kelthuzad
30,30,22845.0,Elemental,342.0,Shaman,342.0,Alliance,Male,Celestials,170425465.0,1598649122000.0,120.0,Darkdave,Dark Iron Dwarf,kelthuzad
31,31,23305.0,Shadow,470.0,Priest,469.0,Alliance,Female,Celestials,170564150.0,1599093988000.0,120.0,Koobie,Night Elf,kelthuzad
32,32,23305.0,Havoc,480.0,Demon Hunter,479.0,Alliance,Female,Celestials,170564159.0,1599072637000.0,120.0,Qbie,Night Elf,kelthuzad
33,33,21790.0,Restoration,92.0,Shaman,91.0,Alliance,Female,Celestials,182835684.0,1593060412000.0,76.0,Ironicfail,Dark Iron Dwarf,kelthuzad
34,34,14775.0,Protection,445.0,Warrior,440.0,Alliance,Female,Celestials,171317800.0,1595031573000.0,120.0,Ankirah,Night Elf,kelthuzad
35,35,21245.0,Protection,450.0,Paladin,447.0,Alliance,Female,Celestials,171418811.0,1585952845000.0,120.0,Isntapally,Human,kelthuzad
36,36,21370.0,Mistweaver,458.0,Monk,457.0,Alliance,Female,Celestials,171970192.0,1598559407000.0,120.0,Chibrewz,Void Elf,kelthuzad
37,37,23010.0,Shadow,425.0,Priest,421.0,Alliance,Female,Celestials,172044508.0,1597492079000.0,120.0,Psilysa,Void Elf,kelthuzad
38,38,19110.0,Balance,447.0,Druid,444.0,Alliance,Male,Celestials,172126994.0,1599012042000.0,120.0,Eldrythe,Night Elf,kelthuzad
39,39,21225.0,Balance,441.0,Druid,440.0,Alliance,Female,Celestials,172228981.0,1585181139000.0,120.0,Isntferal,Night Elf,kelthuzad
40,40,8915.0,Assassination,408.0,Rogue,408.0,Alliance,Female,Celestials,172268933.0,1583717337000.0,120.0,Shroudqt,Night Elf,kelthuzad
41,41,21370.0,Holy,425.0,Paladin,421.0,Alliance,Male,Celestials,172329274.0,1598559422000.0,120.0,Brewzspala,Dwarf,kelthuzad
42,42,22375.0,Restoration,441.0,Druid,441.0,Alliance,Female,Celestials,172350150.0,1595968279000.0,120.0,Aeggos,Night Elf,kelthuzad
43,43,4595.0,Beast Mastery,411.0,Hunter,410.0,Alliance,Male,Celestials,172364255.0,1565672467000.0,120.0,Savagery,Night Elf,kelthuzad
44,44,3170.0,Fire,399.0,Mage,399.0,Alliance,Female,Celestials,172468040.0,1565675148000.0,120.0,Intbot,Night Elf,kelthuzad
45,45,19660.0,Elemental,483.0,Shaman,480.0,Alliance,Female,Celestials,172517165.0,1599011567000.0,120.0,Temper,Draenei,kelthuzad
46,46,14510.0,Restoration,443.0,Druid,440.0,Alliance,Female,Celestials,172523444.0,1587532389000.0,120.0,Ankiria,Night Elf,kelthuzad
47,47,21370.0,Discipline,482.0,Priest,480.0,Alliance,Female,Celestials,172972394.0,1599012520000.0,120.0,Brewzspriest,Human,kelthuzad
48,48,23815.0,Holy,478.0,Priest,474.0,Alliance,Male,Celestials,173240798.0,1598895757000.0,120.0,Dekcagnome,Mechagnome,kelthuzad
0,0,16490.0,Fire,387.0,Mage,387.0,Horde,Female,Hard In The Paint,194895663.0,1597113352000.0,120.0,Tsukìno,Blood Elf,arthas
1,1,14775.0,Beast Mastery,381.0,Hunter,377.0,Horde,Male,Hard In The Paint,194995593.0,1588027408000.0,120.0,Aythen,Orc,arthas
2,2,12890.0,Beast Mastery,385.0,Hunter,383.0,Horde,Female,Dracs Bank,195241230.0,1598754992000.0,120.0,Drakkona,Orc,arthas
3,3,25820.0,Destruction,454.0,Warlock,449.0,Horde,Male,Hard In The Paint,195263145.0,1598129524000.0,120.0,Boxes,Undead,arthas
4,4,14910.0,Fire,471.0,Mage,462.0,Horde,Male,Hard In The Paint,195536620.0,1589349777000.0,120.0,Aythn,Troll,arthas
5,5,19850.0,Protection,351.0,Warrior,345.0,Horde,Male,Hard In The Paint,195561010.0,1598667465000.0,120.0,Battlerocker,Orc,arthas
6,6,14650.0,Elemental,471.0,Shaman,469.0,Horde,Female,Hard In The Paint,195631685.0,1598046692000.0,120.0,Marcs,Goblin,arthas
7,7,20995.0,Mistweaver,462.0,Monk,459.0,Horde,Female,Hard In The Paint,195762019.0,1597771230000.0,120.0,Sinb,Blood Elf,arthas
8,8,15305.0,Frost,415.0,Mage,413.0,Horde,Female,Hard In The Paint,195784126.0,1569547726000.0,120.0,Pantsy,Nightborne,arthas
9,9,22310.0,Protection,336.0,Paladin,297.0,Horde,Male,Hard In The Paint,195936360.0,1598160212000.0,120.0,Sponsor,Tauren,arthas
10,10,17875.0,Mistweaver,383.0,Monk,380.0,Horde,Male,Hard In The Paint,196096398.0,1580876912000.0,120.0,Doabarrelman,Pandaren,arthas
11,11,22805.0,Beast Mastery,401.0,Hunter,397.0,Horde,Female,Hard In The Paint,196108138.0,1595481208000.0,120.0,Zahlen,Highmountain Tauren,arthas
12,12,1375.0,Marksmanship,354.0,Hunter,354.0,Horde,Female,Hard In The Paint,196173166.0,1564598564000.0,120.0,Dankbudzonly,Blood Elf,arthas
13,13,11905.0,Discipline,349.0,Priest,349.0,Horde,Male,Hard In The Paint,196249676.0,1591612665000.0,120.0,Assfed,Tauren,arthas
14,14,18875.0,Restoration,447.0,Druid,446.0,Horde,Male,Hard In The Paint,196283656.0,1593656418000.0,120.0,Zixs,Zandalari Troll,arthas
15,15,1980.0,Shadow,376.0,Priest,376.0,Horde,Female,Hard In The Paint,196302293.0,1566639592000.0,120.0,Praystaytion,Pandaren,arthas
16,16,14660.0,Blood,425.0,Death Knight,425.0,Horde,Male,Hard In The Paint,196326780.0,1598675797000.0,120.0,Marcotic,Troll,arthas
17,17,20420.0,Beast Mastery,429.0,Hunter,428.0,Horde,Female,Hard In The Paint,196335499.0,1599115959000.0,120.0,Politeatron,Blood Elf,arthas
18,18,20035.0,Enhancement,432.0,Shaman,432.0,Horde,Male,Hard In The Paint,196362134.0,1587852529000.0,120.0,Kaess,Tauren,arthas
19,19,15280.0,Feral,411.0,Druid,411.0,Horde,Male,Hard In The Paint,196543030.0,1595485420000.0,120.0,Massacretoop,Troll,arthas
20,20,22805.0,Outlaw,351.0,Rogue,351.0,Horde,Female,Hard In The Paint,196752386.0,1595481840000.0,120.0,Milliarde,Blood Elf,arthas
21,21,1270.0,Fury,384.0,Warrior,382.0,Horde,Male,Hard In The Paint,196760786.0,1566777407000.0,120.0,Mepants,Mag'har Orc,arthas
22,22,20420.0,Windwalker,347.0,Monk,330.0,Horde,Female,Hard In The Paint,196792935.0,1599115905000.0,120.0,Politeface,Blood Elf,arthas
23,23,15090.0,Arms,476.0,Warrior,470.0,Horde,Male,Hard In The Paint,197272455.0,1592971536000.0,120.0,Aythenxd,Tauren,arthas
24,24,25815.0,Fury,434.0,Warrior,434.0,Horde,Female,Hard In The Paint,197301150.0,1596752004000.0,120.0,Brown,Mag'har Orc,arthas
25,25,20965.0,Survival,475.0,Hunter,471.0,Horde,Female,Hard In The Paint,197308505.0,1596082360000.0,120.0,Yerii,Orc,arthas
26,26,22310.0,Brewmaster,362.0,Monk,362.0,Horde,Male,Hard In The Paint,197318259.0,1598469950000.0,120.0,Monks,Orc,arthas
27,27,925.0,Discipline,315.0,Priest,315.0,Horde,Female,Hard In The Paint,197429792.0,1590441455000.0,120.0,Dirtybarbie,Blood Elf,arthas
28,28,18465.0,Destruction,375.0,Warlock,375.0,Horde,Female,Hard In The Paint,197615380.0,1580268693000.0,120.0,Comptonmagic,Nightborne,arthas
29,29,8335.0,Destruction,450.0,Warlock,450.0,Horde,Male,Geeks of Doom,180483153.0,1592754454000.0,120.0,Ghiss,Undead,zuljin
30,30,15075.0,Retribution,438.0,Paladin,438.0,Horde,Male,Geeks of Doom,182450944.0,1598470082000.0,120.0,Tylandin,Tauren,zuljin
31,31,12300.0,Unholy,468.0,Death Knight,467.0,Horde,Male,Geeks of Doom,182460435.0,1595962061000.0,120.0,Unholykills,Blood Elf,zuljin
32,32,12290.0,Havoc,460.0,Demon Hunter,460.0,Horde,Female,Geeks of Doom,182533071.0,1595956614000.0,120.0,Atkondh,Blood Elf,zuljin
33,33,9995.0,Guardian,454.0,Druid,448.0,Horde,Male,Geeks of Doom,182823743.0,1593541383000.0,120.0,Dämu,Tauren,zuljin
34,34,12290.0,Enhancement,470.0,Shaman,465.0,Horde,Male,Geeks of Doom,182928155.0,1595956868000.0,120.0,Burningtotem,Orc,zuljin
35,35,15230.0,Fire,383.0,Mage,383.0,Horde,Male,Geeks of Doom,183042280.0,1588456123000.0,120.0,Porasan,Orc,zuljin
36,36,11050.0,Holy,443.0,Priest,442.0,Horde,Female,Geeks of Doom,183489429.0,1598942785000.0,120.0,Äzshara,Blood Elf,zuljin
37,37,8020.0,Balance,447.0,Druid,444.0,Horde,Male,Apricity,185559142.0,1599019394000.0,120.0,Jabber,Troll,zuljin
38,38,17380.0,Outlaw,429.0,Rogue,429.0,Horde,Female,Geeks of Doom,185601308.0,1588549004000.0,120.0,Kallexzia,Blood Elf,zuljin
39,39,13670.0,Enhancement,430.0,Shaman,430.0,Horde,Male,Geeks of Doom,185609393.0,1581825283000.0,120.0,Swamperr,Zandalari Troll,zuljin
40,40,9240.0,Assassination,477.0,Rogue,475.0,Horde,Female,Grey Screen Simulator,185782773.0,1599099310000.0,120.0,Zeju,Orc,zuljin
41,41,3680.0,Fury,429.0,Warrior,429.0,Horde,Male,Geeks of Doom,186647832.0,1583991969000.0,120.0,Karakuon,Orc,zuljin
42,42,3680.0,Frost,446.0,Death Knight,446.0,Horde,Male,Geeks of Doom,186854351.0,1585870838000.0,120.0,Cerodrost,Blood Elf,zuljin
43,43,6495.0,Beast Mastery,448.0,Hunter,447.0,Horde,Female,Geeks of Doom,187603177.0,1587944589000.0,120.0,Savagesylvan,Blood Elf,zuljin
44,44,22570.0,Beast Mastery,467.0,Hunter,464.0,Horde,Male,Extreme Birdwatching,187637155.0,1599068090000.0,120.0,Phurb,Troll,zuljin
